,contriblanguage,contribtype,thematicarea,title,author,abstract,keywords,subtitle,num_authors,npages
2230,Spanish,Presentación mural,ASOC. Astronomía y Sociedad,Teacher Training Program (TTP) desarrollado por NAEC Argentina,"{'name_000': 'M.S.', 'surname_000': 'De Biasi', 'name_001': 'I.', 'surname_001': 'Bustos Fierro', 'name_002': 'D.C.', 'surname_002': 'Merlo', 'name_003': 'M.A.', 'surname_003': 'Corti', 'name_004': 'S.', 'surname_004': 'Paolantonio', 'name_005': 'N.E.', 'surname_005': 'Camino', 'name_006': 'B.', 'surname_006': 'Bravo', 'name_007': 'M.P.', 'surname_007': 'Alvarez'}","En 2023 la Oficina de Astronomía para la Educaci\'on (OAE) de la IAU
lanz\'o su primera convocatoria del Programa de Formaci\'on Docente
(TTP) entre los aproximadamente 120 Coordinadores Nacionales de
Educaci\'on en Astronom\'ia (NAEC) del mundo para financiar una
formaci\'on docente de impacto en sus respectivos pa\'ises o regiones.
NAEC Argentina fue uno de los 21 ganadores de esta propuesta, cuya
finalidad ha sido la adquisici\'on de conocimientos y las habilidades de
Astronom\'ia por parte de los docentes destinatarios para su posterior
implementaci\'on en el aula. El TTP argentino se desarroll\'o en formato
taller en tres etapas: en la ciudad de San Juan (intensivo del 19 al 22
septiembre), en Esquel (entre septiembre y octubre) y en A\~natuya
(intensivo del 2 al 3 noviembre). Los destinatarios fueron profesores de
F\'isica y alumnos avanzados del Profesorado de F\'isica. Los objetivos
de esta capacitaci\'on se enfocaron en reforzar los fundamentos
te\'oricos de los conceptos astron\'omicos más importantes ense\~nados
en el nivel Secundario, especialmente ligados a la Astrof\'isica
(propiedades de la luz, fotometr\'ia y espectroscop\'ia), asimismo que
los participantes construyeran dispositivos de bajo costo basados en los
conceptos mencionados, ambos fortaleciendo la discusi\'on sobre la
Didáctica de la Astronom\'ia. Se presentan las características y
resultados obtenidos en las tres etapas.","{'key_000': 'sociology of astronomy', 'key_001': 'miscellaneous'}",,16,1
2309,Spanish,Presentación mural,AEC. Astrofísica Extragaláctica y Cosmología,"Restringiendo la masa de part\'iculas en halos fermi\'onicos, mediante las masas de agujeros negros y de sistemas de c\'umulos globulares","{'name_000': 'A.', 'surname_000': 'Deluca', 'name_001': 'C.', 'surname_001': 'Arg\\""uelles', 'name_002': 'J.P.', 'surname_002': 'Caso'}","Poco se sabe de la naturaleza de la materia oscura (DM), habiendo sido
propuestos varios candidatos a extensiones del modelo est\'andar de
part\'iculas. En particular, el modelo RAR supone que la DM está
constituida por fermiones neutros con masas en el rango de $\approx
50-345\,{\rm keV/c^2}$, donde la morfolog\'ia de los halos depende de la
masa del fermi\'on. Los halos fermi\'onicos predichos por el modelo
semianal\'itico RAR permiten incorporar las caracter\'isticas
cu\'anticas de las part\'iculas, y soluciones que desarrollan perfiles
de densidad con un n\'ucleo denso y compacto de DM. Dicho n\'ucleo puede
funcionar como alternativa al paradigma del agujero negro (BH) central,
y eventualmente alcanzar la masa cr\'itica de colapso gravitacional
hacia un BH supermasivo. La posibilidad de restringir la masa de la
part\'icula en el modelo RAR está supeditada a limitaciones
observacionales en la medici\'on de la cinem\'atica en las escalas
galactoc\'entricas donde tiene influencia el n\'ucleo denso, as\'i como
en la estimaci\'on de la masa de los halos de DM. Estudios
observacionales han propuesto una correlaci\'on entra la masa contenida
en c\'umulos globulares (CGs) y la masa del halo para galaxias, que
abarca galaxias con un amplio rango de masas. Dada una muestra de
galaxias, para las cuales la masa de sus BH centrales han sido
determinadas, y cuyos sistemas de CGs han sido caracterizados, se
presentan resultados preliminares del an\'alisis de masas de
part\'iculas que permitir\'ian describir tales observaciones.","{'key_000': 'cosmology: dark matter', 'key_001': 'galaxies: star clusters: general --- galaxies: nuclei'}",,6,1
2285,Spanish,Presentación mural,O. Otros,Sistema valorativo para la preparaci\'on de solicitudes de tiempo de telescopio del Observatorio Gemini,"{'name_000': 'C.G.', 'surname_000': ""D\\'iaz"", 'name_001': 'R.', 'surname_001': 'Petrucci', 'name_002': 'L.V.', 'surname_002': 'Ferrero', 'name_003': 'E.', 'surname_003': ""Jofr\\'e""}","La preparación de una propuesta de observación es una actividad
recurrente en la astronomía observacional. Requiere una inversión
necesaria de tiempo y esfuerzo para obtener datos con que nutrir el
avance de un tema de investigación. Por lo tanto, el éxito de una
propuesta de observación puede condicionar el avance de una
investigación. En esta contribución, presentamos una tabla de
valoración, o rúbrica, creada con la intención de brindar una
herramienta sencilla, útil, y completa, que ayude a usuarias y usuarios
de Argentina durante la elaboración de una propuesta de observación para
el Observatorio Gemini. La herramienta que proponemos está pensada para
organizar el contenido e identificar formas de mejorar aspectos
individuales de las secciones que conforman la presentación. Este
trabajo está basado en las recomendaciones del Consejo Asesor de
Usuarios establecidas en los documentos ``Criterios de evaluación de
propuestas por parte del NTAC (National Time Allocation Committee)'',
``Consideraciones básicas para la presentación de propuestas Gemini'', y
en experiencias de participantes del NTAC. Se revisan los fundamentos de
una propuesta de observación, su contenido, y las características a ser
valoradas en cada sección.","{'key_000': 'publications, bibliography', 'key_001': 'miscellaneous'}",,8,1
2249,Spanish,Presentación mural,O. Otros,Redescubriendo observaciones hist\'oricas: construcci\'on de una base de datos en el proyecto ReTrOH,"{'name_000': 'C.', 'surname_000': 'Di Gregorio', 'name_001': 'Y.', 'surname_001': 'Aidelman', 'name_002': 'M.', 'surname_002': 'Iannuzzi', 'name_003': 'R.', 'surname_003': 'Peralta', 'name_004': 'M.', 'surname_004': ""L\\'opez"", 'name_005': 'R.', 'surname_005': 'Gamen', 'name_006': 'L.', 'surname_006': 'Cidale'}","El proyecto de Recuperación del Trabajo Observacional Histórico (ReTrOH)
se enfoca en la conservación preventiva y puesta en valor del patrimonio
histórico-científico de la Facultad de Ciencias Astronómicas y
Geofísicas (FCAG) de la Universidad Nacional de La Plata. Actualmente el
proyecto se centra en la recuperación y digitalización de las 15000
placas espectroscópicas que tienen hasta un siglo de antigüedad. Uno de
los objetivos principales del proyecto es la confección de una base de
datos con fin de garantizar el acceso rápido y simple a los datos
espectroscópicos que se encuentran en las placas de vidrio. Para ello es
necesario recopilar la información de cada observación contenida en los
sobres de las placas y en las planillas y cuadernos de observación.
ReTrOH cuenta con información recopilada en formato digital elaborada
con el apoyo de becas financiadas por la FCAG y la Asociación Argentina
de Astronomía. La información recopilada describe más de 7500
observaciones comprendidas entre 1937 y 1985. Este trabajo describe el
proceso llevado a cabo para la confección de una base de datos
unificada. Para ello fue necesario revisar y actualizar los datos
cargados previamente, de modo que la base de datos esté de acuerdo con
las unidades, formatos y marcos de referencia modernos siguiendo los
estándares propuestos por la Alianza Internacional de Observatorios
Virtuales. La accesibilidad a estos datos históricos no solo preserva el
patrimonio científico, sino que también proporciona información a la
comunidad astronómica con la cual se pueden obtener nuevos resultados.","{'key_000': 'history and philosophy of astronomy', 'key_001': 'techniques: imaging spectroscopy', 'key_002': 'stars: general'}",,14,1
2152,Spanish,Presentación mural,OCPAE. Objetos Compactos y Procesos de Altas Energías,El microcu\'asar SS 433 como fuente de rayos c\'osmicos,"{'name_000': 'G.J.', 'surname_000': 'Escobar', 'name_001': 'L.', 'surname_001': 'Pellizza', 'name_002': 'L.', 'surname_002': 'Carvalho'}","La emisi\'on no t\'ermica detectada en jets de microcu\'asares es un
indicador de la existencia de un mecanismo de aceleraci\'on de
particulas hasta energ\'ias relativistas. Si existe material hadr\'onico
en el jet, la producci\'on de neutrones relativistas es una consecuencia
inescapable de las interacciones hadr\'onicas que tienen lugar.
Investigaciones recientes sugieren que podr\'ian producirse rayos
c\'osmicos a trav\'es del escape de dichos neutrones relativistas, dado
que estos no est\'an magn\'eticamente confinados dentro del jet. Estos
neutrones luego decaen fuera del jet, proporcionando as\'i un mecanismo
por el cual los protones y electrones producto del decaimiento pueden
escapar del sistema, convirt\'iendose en rayos c\'osmicos. El
microcu\'asar SS 433 constituye un caso de estudio particular para poner
a prueba el modelo de producci\'on de rayos c\'osmicos mencionado. Por
un lado, se ha confirmado la presencia de material hadr\'onico
relativista en sus jets. Por otro lado, sus jets son lentos y tienen una
potencia cin\'etica estimada de $\sim
10^{39}~\mathrm{erg}~\mathrm{s}^{-1}$, lo que propicia un escenario muy
eficiente en la producci\'on de rayos c\'osmicos, seg\'un se desprende
de los resultados del modelo. En este p\'oster mostramos las
predicciones del modelo de producci\'on de rayos c\'osmicos aplicado al
caso de SS 433. Adem\'as discutimos indicadores observacionales de la
existencia del mecanismo propuesto.","{'key_000': 'cosmic rays', 'key_001': 'relativistic processes', 'key_002': 'stars: jets'}",,6,1
2168,Spanish,Presentación mural,OCPAE. Objetos Compactos y Procesos de Altas Energías,Rayos c\'osmicos gal\'acticos producidos en microcu\'asares,"{'name_000': 'G.J.', 'surname_000': 'Escobar', 'name_001': 'L.', 'surname_001': 'Carvalho', 'name_002': 'M.B.', 'surname_002': 'Badaracco'}","Es ampliamente aceptado que los rayos c\'osmicos de la Galaxia tienen su
origen en remanentes de supernova, sitios donde electrones, protones y
otros n\'ucleos at\'omicos pueden acelerarse hasta energ\'ias
relativistas por medio de ondas de choque. Si bien con este paradigma se
puede explicar la potencia total estimada en rayos c\'osmicos, el mismo
presenta dificultades a la hora de describir algunas propiedades del
espectro observado, como la composici\'on, las pendientes y sus
respectivos puntos de quiebre, como la rodilla y el tobillo. Resultados
previos sugieren que un microcu\'asar podr\'ia producir una cantidad de
energ\'ia en rayos c\'osmicos comparable a la producida por un remanente
de supernova. Sin embargo, a\'un no se ha explorado su contribuci\'on
total en la Galaxia. En este p\'oster mostramos estimaciones
preliminares sobre la contribuci\'on de los microcu\'asares de la V\'ia
L\'actea a la poblaci\'on de rayos c\'osmicos. Analizamos en particular
la componente de protones. Finalmente discutimos sobre las
caracter\'isticas del espectro de rayos c\'osmicos conocido en
t\'erminos de las predicciones del modelo.","{'key_000': 'cosmic rays', 'key_001': 'relativistic processes', 'key_002': 'stars: jets'}",,6,1
2210,Spanish,Presentación mural,AEC. Astrofísica Extragaláctica y Cosmología,"Interacciones en el grupo de galaxias LGG\,138","{'name_000': 'C.G.', 'surname_000': 'Escudero', 'name_001': 'L.A.', 'surname_001': 'Sesto', 'name_002': 'N.', 'surname_002': 'Guevara'}","El grupo de galaxias LGG\,138, compuesto por NGC\,2292, NGC\,2293 y
NGC\,2295, destaca por una estructura única: un anillo de hidrógeno
neutro (HI) que rodea a NGC\,2292 y NGC\,2293. Este tipo de grupo es
representativo de los grupos sueltos de galaxias que se ubican
generalmente en las regiones menos densas del Universo, siguiendo
filamentos cósmicos. El origen de este anillo de HI es objeto de varias
teorías. Una sugiere que resulta de la interacción entre NGC\,2292 y
NGC\,2293, debido a su proximidad y características similares, aunque la
ausencia de emisiones de rayos-X o radio desde sus núcleos indica que no
están fusionándose actualmente. Otra teoría sugiere que una de las
galaxias tiene un anillo primordial de HI y que la otra galaxia
simplemente está proyectada dentro del anillo sin estar físicamente
cercana. Una tercera hipótesis propone que el anillo se formó debido a
una colisión con NGC\,2295, situada a unos 30 kpc de NGC\,2292/2293, y
que no muestra emisión de HI, lo que sugiere que ha perdido su gas. La
presencia de una tenue pluma de material de HI desde NGC\,2295 hacia
NGC\,2292/2293 apoya la idea de una interacción cercana, la cual creó el
anillo y eliminó el gas de NGC\,2295. En este estudio mostramos los
primeros resultados fotométricos y espectroscópicos obtenidos sobre
NGC\,2292, NGC\,2293 y sus sistemas de cúmulos globulares asociados, a
fin de comprender la dinámica de las mismas y distinguir entre los
diferentes escenarios propuestos anteriormente.","{'key_000': 'galaxies: elliptical and lenticular, cD', 'key_001': 'galaxies: star clusters: general', 'key_002': 'galaxies: individual (NGC,2292, NGC,2293)'}",,6,1
2138,English,Presentación mural,SE. Sistemas Estelares,The structure and shape of binary open clusters,"{'name_000': 'C.', 'surname_000': 'Feinstein', 'name_001': 'G.', 'surname_001': 'Baume', 'name_002': 'T.', 'surname_002': 'Palma', 'name_003': 'V.', 'surname_003': 'Coenda'}","We examine the structural properties of single, binary, and multiple
open clusters. We used Gaia DR3 database and the latest Hunt et al.
(2024) catalog. This data provides us with comprehensive information
about the clusters, their surroundings, and details about possible
clusters in their vicinity. We study whether some of the binary open
clusters could result from stellar formation dominated by a low fractal
dimension, which can still be measured. This low fractal dimension is
supposed to be related to the structure of the original molecular clouds
and probably to the gas turbulence. We have measured the ellipticity of
several pairs of already cataloged binary clusters and analyzed their
shape. In particular, we focused on the orientation of the major axis of
each component of the binary system and studied their statistical
behavior based on the high precision astrometric Gaia data.
Additionally, we repeated the same analysis over a large number of
simulated clusters with low fractal dimension values for a valid
comparison of the results obtained in both cases.","{'key_000': 'open clusters and associations: general', 'key_001': 'galaxy: structure', 'key_002': 'galaxies: clusters: general'}",,8,1
2265,Spanish,Presentación mural,SE. Sistemas Estelares,EBIN: C\'odigo para modelar sistemas binarios eclipsantes,"{'name_000': 'E.', 'surname_000': ""Fern\\'andez Laj\\'us"", 'name_001': 'R.P.', 'surname_001': 'Di Sisto'}","Presentamos una primera versión del desarrollo de un código numérico que
permite modelar sistemas astronómicos binarios de distinta naturaleza a
fin de reproducir sus curvas de luz, curvas de velocidad radial y demás
observables de estrellas binarias eclipsantes, exoplanetas con tránsitos
o asteroides binarios y cuerpos pequeños del Sistema Solar con fenómenos
mutuos. El código permite elaborar modelos particulares a partir de un
conjunto de parámetros físicos y geométricos que definen superficies de
Roche (modelo de Kopal) y/o elipsoidales, para luego confrontar los
observables resultantes con las observaciones de sistemas reales y poder
así determinar sus características, parámetros físicos y la presencia de
diversos fenómenos asociados.","{'key_000': 'binaries: eclipsing', 'key_001': 'stars: fundamental parameters', 'key_002': 'methods: numerical'}",,4,1
2227,English,Presentación mural,MI. Medio Interestelar,Outflows and inflows: an ALMA story about the massive protostars in the GGD27 system,"{'name_000': 'M.', 'surname_000': ""Fern\\'andez-L\\'opez"", 'name_001': 'J.A.', 'surname_001': '', 'name_002': '', 'surname_002': ""L\\'opez-V\\'azquez"", 'name_003': 'J.M.', 'surname_003': 'Girart', 'name_004': 'G.', 'surname_004': 'Busquet', 'name_005': 'R.', 'surname_005': 'Estalella', 'name_006': 'S.', 'surname_006': 'Curiel', 'name_007': 'N.', 'surname_007': ""A\\~nez-L\\'opez""}","HH 80-81 is a spectacular, 14~pc long and highly collimated radio jet
powered by a massive protostar at 1.4~kpc, within a dense cloud named
GGD~27. The GGD27-MM1 system has a compact dust disk ($R=200$~au),
embedded in a molecular rotating disk extending from $R=140$~au to
$R=360$~au. This system is one of the best cases supporting the
accretion paradigm for making a massive star. Beginning with the ALMA
era, we have studied the polarized emission of the disk (Girart et al.
2018), which shows a clear differentiation between the inner (optically
thick) and the outer (optically thin) regions, with a sharp transition
at about $R\simeq170$~au. Thanks to ALMA's abilities we made the first
detailed adaptation of an irradiated alpha-accretion disk model
(typically used for intermediate and low-mass disks) to recreate the
millimeter observations of this $\sim5$~M$_{\odot}$ massive disk (Añez-
López et al. 2020). We derived the disk's temperature and density radial
profiles. The data revealed the existence of an unresolved probably
ionized central source $20$~au in size. The same continuum data was used
to reveal for the first time a very young and hidden protostellar
cluster (Busquet et al. 2019), with no signs of mass segregation, but
small disks. Interestingly, we found that larger and more massive disks
were $>0.04$~pc apart from GGD27-MM1 --the main massive disk in the
cluster-- indicating weaker dynamical interactions far from the cluster
center. Recently, we have shown the details of the molecular content
surrounding and associated with the GGD27-MM1 disk (Fernández-López et
al. 2023). A prolific collection of molecular transitions have been
detected toward the disk, showing the rotation of a gas annulus, small
clumps within the disk not following the rotation pattern, and an
ensemble of possible accretion streamers, which may be feeding material
onto the disk. Currently, we are devoted to the study of the larger
scale environment of the MM1 and MM2 cores, with a focus on the outflow
from the latter and the accretion streamers from the former. ALMA was
and is key to reveal the big picture on this region. This contribution
will try to give a panoramic review of the new findings in the main
protostars of GGD27.","{'key_000': 'ISM: jets and outflows', 'key_001': 'stars: formation', 'key_002': 'techniques: interferometric'}",,16,1
2272,English,Presentación mural,AE. Astrofísica Estelar,Binarity of B[e] and B supergiants using Proper Motion Anomaly with Gaia data,"{'name_000': 'M.C.', 'surname_000': 'Fernandez', 'name_001': 'S.B.', 'surname_001': ""C\\'ardenas"", 'name_002': 'R.D.', 'surname_002': 'Oudmaijer', 'name_003': 'J.M.', 'surname_003': 'Dodd'}","A near--complete sample of stars with the B[e] phenomenon, and B
supergiants is compiled and placed in the Hertzsprung--Russel (HR)
diagram, using data from the Gaia Data Release 3 (DR3) catalog to
estimate their luminosities. By comparing the position and proper
motions in different Gaia Data Releases (DR2 and DR3), we search for
stars that may exhibit a Proper Motion Anomaly (PMa). The PMa has been
studied before as an indicator of binarity and can resolve binaries with
a separation of much less than an arcsec. This work analyzes the
binarity fraction in B[e] and B supergiant stars, alongside their
location in the HR diagram.","{'key_000': 'stars: emission-line, B', 'key_001': 'proper motion', 'key_002': 'binaries: close'}",,8,1
2290,English,Presentación mural,MI. Medio Interestelar,Where the stellar wind impinges the interstellar medium,"{'name_000': 'M.C.', 'surname_000': 'Fernandez', 'name_001': 'D.H.', 'surname_001': 'Nickeler'}","Massive stars have strong radiation-driven winds, losing part of their
mass. Where these winds encounter the interstellar medium, a separatrix
surface can form, called astropause. The astropause separates the
stellar wind region, the astrosphere, from the outer streaming
interstellar medium. At the apex of the astropause the stagnation point
is located, where the streaming velocity of both flows, namely the flow
of the interstellar medium and the stellar wind flow, vanishes. The
velocity fields in the astropause regions can be described by potential
theory, while the m-CAK theory is used to describe the radiation-driven
winds, in the proximity of the star. In this work, we aim to connect
these two theories to describe the interaction between the stellar wind
and their surroundings. We propose a criterion for delimiting validity
regions for both theories, and we found a relation between the stellar
wind parameters (mass-loss rate and terminal velocity), the interstellar
medium conditions, and the distance between the star and the stagnation
point, called the stagnation distance.","{'key_000': 'hydrodynamics', 'key_001': 'stars: winds, outflows', 'key_002': 'ISM: kinematics and dynamics'}",,4,1
2127,Spanish,Presentación mural,AE. Astrofísica Estelar,Estudio evolutivo del sistema binario PSR J1012 - 4235,"{'name_000': 'S.', 'surname_000': ""Fern\\'andez"", 'name_001': 'M.A.', 'surname_001': 'De Vito', 'name_002': 'O.G.', 'surname_002': 'Benvenuto'}","Los sistemas binarios en los que una de las componentes es un pulsar son
de sumo interés. En particular, cuando el pulsar está acompañado por una
estrella gigante de masa baja o intermedia, o una enana blanca,
representan una evidencia del modelo de reciclado de pulsares en
sistemas binarios con transferencia de masa a través del desborde del
lóbulo de Roche. El modelado de los fenómenos físicos que afectan el
tiempo de arribo de los pulsos provenientes desde el sistema binario
puede llevar a la detección de efectos relativistas. Modelados en el
marco de una teoría de la gravedad, estos efectos pueden llevar a la
determinación de las masas de las componentes de la binaria con mucha
precisión. Recientemente se ha detectado el ``retraso de Shapiro"" en el
sistema que contiene al pulsar PSR~J1012-4235. Este efecto se detecta
cuando los radio pulsos emitidos por el pulsar sufren un retraso al
propagarse en el espacio-tiempo curvado por la presencia de su
compañera. A través de detallados modelos de evolución binaria,
buscaremos un posible progenitor para este sistema, que sea capaz de
reproducir su estado actual.","{'key_000': 'stars:evolution', 'key_001': 'relativistic processes', 'key_002': 'pulsars: individual (PSR~J1012-4235)'}",,6,1
2253,Spanish,Presentación mural,AGE. Astrometría y Geodesia Espacial,Modelo IAU de nutaci\'on terrestre: 25 a\~nos de evoluci\'on y perspectivas,"{'name_000': 'M.', 'surname_000': ""Folgueira-L\\'opez"", 'name_001': 'L.I.', 'surname_001': ""Fern\\'andez""}","El estudio de las variabilidades en la rotaci\'on terrestre a partir de
las variaciones observadas en los par\'ametros de la orientaci\'on
terrestre (EOP), constituye un problema fundamental de la astrometr\'ia
y la geodesia. Los EOP son los cinco par\'ametros necesarios para
vıncular los sistemas de referencia celeste (ICRS) y terrestre (ITRS):
las coordenadas del polo instant\'aneo de rotaci\'on en el sistema
terrestre $(x_p, y_p)$, los cambios en la velocidad de rotaci\'on
terrestre ($\Delta$LOD) y las diferencias modelo – observaci\'on para la
nutaci\'on terrestre (dX, dY). Convencionalmente, en el año 2000 la
Uni\'on Astron\'omica Internacional (IAU) adopt\'o un nuevo modelo para
la nutaci\'on terrestre (MHB2000, refiriendo a sus autores Matthews,
Herring \& Buffet). El MHB2000 a su vez se basa en las series de
nutaci\'on de la Tierra rígida (REN2000) previamente publicadas y
constituye un estudio multidisciplinar de la din\'amica de rotaci\'on
terrestre que logr\'o reducir las diferencias entre el modelo te\'orico
y las observaciones VLBI al orden de magnitud de las mil\'esimas de
segundo de arco. Exploraremos los avances en la modelizaci\'on del
movimiento de rotaci\'on terrestre durante los \'ultimos años desde la
perspectiva de las diversas disciplinas. Finalmente, se presentan
propuestas para aumentar la precisi\'on y reducir las diferencias entre
teoría y observaci\'on por debajo de una mil\'esima de segundo de arco
para cumplir los requerimientos actuales del Sistema Global de
Observaciones Geod\'esicas (GGOS).","{'key_000': 'astrometry', 'key_001': 'reference systems', 'key_002': 'celestial mechanics'}",,4,1
2228,English,Presentación mural,OCPAE. Objetos Compactos y Procesos de Altas Energías,Non-thermal radiation from stellar bowshocks in windy AGNs,"{'name_000': 'M.C.', 'surname_000': ""Gallardo C\\'aceres"", 'name_001': 'G.E.', 'surname_001': 'Romero', 'name_002': 'L.', 'surname_002': 'Abaroa'}","Active galactic nuclei (AGNs) are powered by the accretion of
supermassive black holes (SMBHs) at the centers of galaxies. These SMBHs
capture numerous young stars that orbit them in elliptical orbits. When
the accretion rate to the SMBH is low, the stars are not moving through
a particularly dense medium. However, in super-Eddington AGNs (i.e.,
when the accretion rate to the black hole exceeds the Eddington rate),
such as certain Seyfert 1 galaxies, the outer layers of the accretion
disk are ejected by radiation pressure, creating a wind that expels most
of the accreted material. Stars orbiting the SMBH are exposed to the
effects of this wind, resulting in shock waves when they interact with
the stellar wind. These colliding wind bowshocks can accelerate charged
particles to relativistic speeds, which then cool by various mechanisms
and emit a broad spectrum of non-thermal radiation. Furthermore, the
conditions will be highly variable if the stars move in eccentric
orbits. In this paper we present a characterization of the interaction
of the stellar wind of young stars with the disk-driven wind from the
AGN, estimate the physical conditions in the bowshocks, and show
preliminary calculations of the dominant radiative processes, all for
different orbital phases.","{'key_000': 'quasars: supermassive black holes', 'key_001': 'accretion, accretion disks', 'key_002': 'radiation mechanisms: non-thermal'}",,6,1
2160,Spanish,Presentación mural,SE. Sistemas Estelares,An\'alisis fotom\'etrico de una decena de c\'umulos abiertos gal\'acticos,"{'name_000': 'A.L.', 'surname_000': ""Garc{\\'\\i}a"", 'name_001': 'F.O.', 'surname_001': 'Simondi-Romero', 'name_002': 'A.V.', 'surname_002': 'Ahumada'}","Presentamos los parámetros astrofísicos preliminares obtenidos para 10
cúmulos abiertos de nuestra Galaxia. Los resultados, tales como edad,
enrojecimiento, distancia y abundancia química, fueron derivados a
partir de diagramas color-magnitud realizados con datos fotométricos
provenientes de la misión GAIA y del ajuste de isócronas teóricas a los
mismos. Discutimos los resultados obtenidos en relación a la ubicación
de los mencionados agregados y a los determinados por otros autores.","{'key_000': 'open clusters and associations: general', 'key_001': 'techniques: photometric', 'key_002': 'astrometry'}",,6,1
2209,Spanish,Presentación mural,SSE. Sistemas Solar y Extrasolares,Estudio del cometa C/2017 K2 (PanStarrs) a trav\'es de perspectivas y metodolog\'ias diversas,"{'name_000': 'R.S.', 'surname_000': 'Garcia', 'name_001': 'E.', 'surname_001': ""Fern\\'andez-Laj\\'us"", 'name_002': 'R.P.', 'surname_002': 'Di Sisto', 'name_003': 'R.A.', 'surname_003': 'Gil-Hutton'}","C/2017 K2 (Pan-STARRS) es un cometa de la nube de Oort descubierto en
mayo de 2017, que se ha observado activo a una distancia heliocéntrica
de más de 20 UA, sugiriendo que su actividad podr\'ia deberse a la
sublimación de hielos supervolátiles como CO y CO2. El objetivo de este
trabajo es analizar, a través de diversas perspectivas y metodolog\'ias,
cómo es el comportamiento del polvo de este cometa pero a una distancia
heliocéntrica menor. Para ello, se tomaron una serie de imágenes en
diferentes rutinas de observación entre julio y agosto de 2022 con el
telescopio Helen Sawyer Hogg (HSH) en el Complejo Astronómico El
Leoncito (CASLEO), utilizando los filtros de banda ancha V y R. La
aplicación de filtros digitales para mejorar el contraste en las
imágenes reveló una región activa inmersa dentro de la coma isotrópica,
mientras que el análisis fotométrico parece sugerir una emisión de polvo
en estado estacionario, consistente con los hallazgos de otros autores.
Además, gracias a que las imágenes cubren un amplio per\'iodo de tiempo,
fue posible determinar el período de rotación del cometa usando el
método de minimización de dispersión de fase y calcular las coordenadas
ecl\'ipticas para ubicar el eje de rotación en la superficie cometaria.
Finalmente, las observaciones se ajustaron a un modelo teórico
recientemente desarrollado para estudiar comas de polvo. Los resultados
sugieren que en la coma del cometa prevalecen part\'iculas de polvo de
gran tamaño emitidas a una velocidad relativamente baja.","{'key_000': 'comets: general', 'key_001': 'comets: individual (dust, coma)', 'key_002': 'methods: observational'}",,8,1
2298,Spanish,Presentación mural,SE. Sistemas Estelares,Estudio de c\'umulos abiertos posiblemente relacionados,"{'name_000': 'E.E.', 'surname_000': 'Giorgi', 'name_001': 'M.A.', 'surname_001': 'De Laurenti', 'name_002': 'M.M.', 'surname_002': 'Leiva', 'name_003': 'G.I.', 'surname_003': 'Perren', 'name_004': 'R.A.', 'surname_004': ""V\\'azquez""}","En los últimos años se ha incrementado la cantidad de cúmulos abiertos
detectados y catalogados en la Vía Láctea. Algunos de estos cúmulos se
encuentran en posiciones muy próximas entre sí, y esto ha sugerido que
podrían estar también relacionados físicamente. En este trabajo se
utilizan datos provenientes de $Gaia$ DR3 en combinación con
observaciones fotométricas $UBVI$ de algunas regiones para analizar
casos en donde los cúmulos podrían estar relacionados y formar parte de
sistemas binarios o múltiples.","{'key_000': 'open clusters and associations: general', 'key_001': 'techniques: photometric'}",,10,1
2257,Spanish,Presentación mural,AE. Astrofísica Estelar,T\'ecnicas de clasificaci\'on de sistemas binarios interactuantes de alta masa. Uso de la validaci\'on cruzada,"{'name_000': 'R.', 'surname_000': 'Girola Schneider'}","En los sistemas binarios interactuantes de alta masa, se pueden
encontrar, por ejemplo, sistemas binarios con un objeto compacto (como
un agujero negro o una estrella de neutrones) y una estrella gigante,
donde ambos orbitan uno alrededor del otro en un periodo muy breve,
generando intensas emisiones de radiación, que abarcan ondas de radio,
rayos X y rayos gamma, además de producir chorros relativistas. Sobre
este campo, ya existe una importante clasificación. Sin embargo, podemos
preguntarnos desde el conocimiento de las leyes físicas y escenarios de
interacción entre las componentes, cuáles otros posibles candidatos
podrían existir sin haber sido resueltos aún, usando la validación
cruzada (\textit{cross-validation}). Esta técnica, diseñada para
resolver problemas de \textit{machine learning} a través de modelos de
regresión y predicción, puede ser utilizada para evaluar los resultados
de un análisis estadístico cuando el conjunto de datos se ha segmentado
en una muestra de entrenamiento y otra de prueba. El problema de la
clasificación implica modelar estos sistemas utilizando datos de
entrenamiento y luego evaluar el modelo en una muestra de prueba. La
comparación entre los resultados del modelo y las observaciones reales
nos permite validar su desempeño en términos de error, mediante el
proceso de \textit{hold-out}. El complemento de la taxonomía de los
sistemas binarios estelares debe ser autoconsistente y lógico en
relación a lo que ya se conoce. Por lo tanto, podría haber espacio para
descubrir nuevas clasificaciones incluso en aquellos casos que aún no se
han identificado. La exploración continua y el estudio detallado de
estos sistemas nos permitirá comprender mejor su diversidad y evolución.","{'key_000': 'binaries: general', 'key_001': 'methods: data analysis', 'key_002': 'methods: numerical'}",,2,1
